S_No,State_Name,District_Name,Season,Irrigation,pH,Moisture,Soil_Temp,Climate
8775,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8776,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8777,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8778,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8779,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8780,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.5,90,15,Hot-dry
8781,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8782,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.8,80,25,Hot-dry
8783,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.6,90,15,Hot-dry
8784,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8785,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.3,60,25,Hot-dry
8786,Andhra Pradesh,PRAKASAM,Whole Year ,high,7.5,60,40,Hot-dry
8787,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8788,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8789,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.1,90,15,Hot-dry
8790,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.3,80,25,Hot-dry
8791,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.8,80,25,Hot-dry
8792,Andhra Pradesh,PRAKASAM,Whole Year ,high,5.9,60,40,Hot-dry
8793,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.25,90,15,Hot-dry
8794,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.4,90,15,Hot-dry
8795,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8796,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8797,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8798,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.5,60,15,Hot-dry
8799,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8800,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
8801,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8802,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
8803,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8804,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8805,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8806,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
8807,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
8808,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
8809,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,60,40,Hot-dry
8810,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.25,90,15,Hot-dry
8811,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8812,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
8813,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
8814,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8815,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8816,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8817,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.4,90,15,Hot-dry
8818,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8819,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8820,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8821,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8822,Andhra Pradesh,PRAKASAM,Rabi       ,low,7.0,90,15,Hot-dry
8823,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
8824,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8825,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
8826,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.25,90,15,Hot-dry
8827,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.2,90,15,Hot-dry
8828,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8829,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.4,60,40,Hot-dry
8830,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
8831,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
8832,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8833,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8834,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8835,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8836,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8837,Andhra Pradesh,PRAKASAM,Whole Year ,high,7.5,60,40,Hot-dry
8838,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8839,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8840,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8841,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8842,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8843,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
8844,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8845,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
8846,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8847,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8848,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8849,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
8850,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
8851,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
8852,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.25,90,15,Hot-dry
8853,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,40,Hot-dry
8854,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8855,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
8856,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
8857,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8858,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8859,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8860,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8861,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8862,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8863,Andhra Pradesh,PRAKASAM,Rabi       ,low,7.0,90,15,Hot-dry
8864,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
8865,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8866,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
8867,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.25,90,15,Hot-dry
8868,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.2,90,15,Hot-dry
8869,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8870,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
8871,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.23,90,15,Hot-dry
8872,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
8873,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8874,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8875,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8876,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8877,Andhra Pradesh,PRAKASAM,Whole Year ,high,7.5,60,40,Hot-dry
8878,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8879,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8880,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8881,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8882,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8883,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8884,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
8885,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8886,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
8887,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8888,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8889,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8890,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
8891,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
8892,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.12,90,15,Hot-dry
8893,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
8894,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.25,90,15,Hot-dry
8895,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8896,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
8897,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
8898,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8899,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8900,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8901,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.4,90,15,Hot-dry
8902,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8903,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8904,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8905,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8906,Andhra Pradesh,PRAKASAM,Rabi       ,low,7.0,90,15,Hot-dry
8907,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
8908,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8909,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
8910,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.25,90,15,Hot-dry
8911,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.2,90,15,Hot-dry
8912,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8913,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.4,60,40,Hot-dry
8914,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
8915,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.23,90,15,Hot-dry
8916,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
8917,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8918,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8919,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8920,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8921,Andhra Pradesh,PRAKASAM,Whole Year ,high,7.5,60,40,Hot-dry
8922,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8923,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8924,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8925,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8926,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8927,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8928,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
8929,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8930,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
8931,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8932,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8933,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8934,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
8935,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
8936,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
8937,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
8938,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
8939,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8940,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8941,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8942,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8943,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8944,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8945,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
8946,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8947,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
8948,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8949,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
8950,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
8951,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8952,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8953,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8954,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
8955,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8956,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
8957,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8958,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8959,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8960,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
8961,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
8962,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
8963,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.25,90,15,Hot-dry
8964,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8965,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
8966,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
8967,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8968,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8969,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8970,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.4,90,15,Hot-dry
8971,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8972,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8973,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8974,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
8975,Andhra Pradesh,PRAKASAM,Rabi       ,low,7.0,90,15,Hot-dry
8976,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
8977,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
8978,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
8979,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.25,90,15,Hot-dry
8980,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8981,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
8982,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
8983,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8984,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
8985,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8986,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8987,Andhra Pradesh,PRAKASAM,Whole Year ,high,7.5,60,40,Hot-dry
8988,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8989,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
8990,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8991,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
8992,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
8993,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
8994,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
8995,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8996,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
8997,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
8998,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
8999,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
9000,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
9001,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
9002,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
9003,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.25,90,15,Hot-dry
9004,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9005,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
9006,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
9007,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9008,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9009,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.4,90,15,Hot-dry
9010,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9011,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9012,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
9013,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
9014,Andhra Pradesh,PRAKASAM,Rabi       ,low,7.0,90,15,Hot-dry
9015,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
9016,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
9017,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
9018,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.25,90,15,Hot-dry
9019,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9020,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.4,60,40,Hot-dry
9021,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
9022,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
9023,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9024,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9025,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
9026,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
9027,Andhra Pradesh,PRAKASAM,Whole Year ,high,7.5,60,40,Hot-dry
9028,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
9029,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
9030,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
9031,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
9032,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
9033,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
9034,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
9035,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9036,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
9037,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
9038,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9039,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
9040,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
9041,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
9042,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
9043,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.25,90,15,Hot-dry
9044,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.0,60,4,Hot-dry
9045,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.5,90,15,Hot-dry
9046,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9047,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
9048,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9049,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9050,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9051,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
9052,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.0,80,25,Hot-dry
9053,Andhra Pradesh,PRAKASAM,Rabi       ,low,7.0,90,15,Hot-dry
9054,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.8,90,15,Hot-dry
9055,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.25,80,25,Hot-dry
9056,Andhra Pradesh,PRAKASAM,Rabi       ,medium,6.3,80,25,Hot-dry
9057,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.25,90,15,Hot-dry
9058,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9059,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.4,60,40,Hot-dry
9060,Andhra Pradesh,PRAKASAM,Rabi       ,high,6.0,60,4,Hot-dry
9061,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.5,90,15,Hot-dry
9062,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9063,Andhra Pradesh,PRAKASAM,Rabi       ,low,6.0,90,15,Hot-dry
9064,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
9065,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
9066,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
9067,Andhra Pradesh,PRAKASAM,Whole Year ,high,6.0,60,40,Hot-dry
9068,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
9069,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.5,80,25,Hot-dry
9070,Andhra Pradesh,PRAKASAM,Whole Year ,medium,6.0,80,25,Hot-dry
9071,Andhra Pradesh,PRAKASAM,Whole Year ,low,6.0,90,15,Hot-dry
9072,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.4,90,15,Hot-dry
9073,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9074,Andhra Pradesh,PRAKASAM,Kharif     ,high,6.2,90,4,Hot-dry
9075,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
9076,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.34,80,25,Hot-dry
9077,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.0,90,15,Hot-dry
9078,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.0,80,25,Hot-dry
9079,Andhra Pradesh,PRAKASAM,Kharif     ,low,6.8,90,15,Hot-dry
9080,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.25,80,25,Hot-dry
9081,Andhra Pradesh,PRAKASAM,Kharif     ,medium,6.3,80,25,Hot-dry
